DateTime,Date,Time,Hour,Minute,DayOfWeek,DayOfMonth,BarInSession,Open,High,Low,Close,Volume,BarDirection,BodySize,UpperWick,LowerWick,BarRange,VWAP,VWAP_SD1_Upper,VWAP_SD1_Lower,VWAP_SD2_Upper,VWAP_SD2_Lower,VWAP_SD3_Upper,VWAP_SD3_Lower,VWAP_ZScore,CumDelta_Close,CumDelta_High,CumDelta_Low,ATR_14,ATR_5,ADX_14,RSI_14,EMA_9,EMA_21,SMA_50,SMA_200,SessionHigh,SessionLow,SessionOpen,SessionRange,SessionPosition,DistFromHigh,DistFromLow,ConsecUpBars,ConsecDownBars,IsNewSession,AsiaHigh,AsiaLow,AsiaRange,AsiaClose,LondonHigh,LondonLow,LondonRange,LondonClose,OR_High,OR_Low,OR_Complete,OR_Direction,PrevDayHigh,PrevDayLow,PrevDayClose,PrevDayRange,GapFromPrevClose,Close_5m,Close_15m,Close_60m,Close_Daily,High_5m,IsEndOfMonth,IsQuarterEnd,DailyVolume,DistSwingHigh,DistSwingLow,Cam_CP,Cam_R3,Cam_R4,Cam_S3,Cam_S4,Dist_R3_Ticks,Dist_R4_Ticks,Dist_S3_Ticks,Dist_S4_Ticks,Dist_CP_Ticks
2020-01-01 20:44:00,2020-01-01,20:44,20,44,3,1,24,11591.00,11591.75,11591.00,11591.50,21,1,0.50,0.25,0.00,0.75,11591.18,11592.21,11590.14,11593.25,11589.11,11594.29,11588.07,0.3105,0,0,0,0.91,0.98,25.45,53.87,11591.61,11591.26,11590.02,11586.29,11593.00,11588.50,11588.75,4.50,0.6667,1.50,3.00,1,0,0,11593.00,11588.50,4.50,11591.50,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11592.50,11590.50,11587.75,0.00,11593.00,0,0,905,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:45:00,2020-01-01,20:45,20,45,3,1,25,11591.25,11591.25,11590.75,11590.75,20,-1,0.50,0.00,0.00,0.50,11591.17,11592.20,11590.15,11593.22,11589.12,11594.25,11588.10,-0.4120,0,0,0,0.90,0.93,23.96,48.38,11591.44,11591.21,11590.12,11586.32,11593.00,11588.50,11588.75,4.50,0.5000,2.25,2.25,0,1,0,11593.00,11588.50,4.50,11590.75,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11590.75,11590.75,11587.75,0.00,11592.75,0,0,925,2.25,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:46:00,2020-01-01,20:46,20,46,3,1,26,11591.25,11592.25,11591.25,11591.75,15,1,0.50,0.50,0.00,1.00,11591.18,11592.20,11590.16,11593.22,11589.14,11594.24,11588.12,0.5570,0,0,0,0.94,1.05,23.20,54.97,11591.50,11591.26,11590.25,11586.35,11593.00,11588.50,11588.75,4.50,0.7222,1.25,3.25,1,0,0,11593.00,11588.50,4.50,11591.75,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11590.75,11590.75,11587.75,0.00,11592.75,0,0,940,1.25,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:47:00,2020-01-01,20:47,20,47,3,1,27,11591.50,11591.50,11590.25,11590.50,31,-1,1.00,0.00,0.25,1.25,11591.17,11592.17,11590.16,11593.18,11589.15,11594.19,11588.15,-0.6637,0,0,0,0.98,1.14,21.86,46.90,11591.30,11591.19,11590.36,11586.36,11593.00,11588.50,11588.75,4.50,0.4444,2.50,2.00,0,1,0,11593.00,11588.50,4.50,11590.50,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11590.75,11590.75,11587.75,0.00,11592.75,0,0,971,2.50,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:48:00,2020-01-01,20:48,20,48,3,1,28,11590.25,11590.50,11590.25,11590.25,22,0,0.00,0.25,0.00,0.25,11591.15,11592.15,11590.15,11593.16,11589.14,11594.16,11588.14,-0.8969,0,0,0,0.93,0.96,20.61,45.47,11591.09,11591.11,11590.45,11586.37,11593.00,11588.50,11588.75,4.50,0.3889,2.75,1.75,0,1,0,11593.00,11588.50,4.50,11590.25,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11590.75,11590.75,11587.75,0.00,11592.75,0,0,993,2.75,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:49:00,2020-01-01,20:49,20,49,3,1,29,11590.25,11590.75,11590.25,11590.75,11,1,0.50,0.00,0.00,0.50,11591.14,11592.14,11590.14,11593.14,11589.15,11594.14,11588.15,-0.3937,0,0,0,0.90,0.87,19.15,48.84,11591.02,11591.07,11590.54,11586.38,11593.00,11588.50,11588.75,4.50,0.5000,2.25,2.25,1,0,0,11593.00,11588.50,4.50,11590.75,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11590.75,11590.75,11587.75,0.00,11592.75,0,0,1004,2.25,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:50:00,2020-01-01,20:50,20,50,3,1,30,11590.50,11591.00,11590.50,11591.00,6,1,0.50,0.00,0.00,0.50,11591.14,11592.14,11590.15,11593.13,11589.15,11594.13,11588.15,-0.1420,0,0,0,0.87,0.79,18.11,50.49,11591.02,11591.07,11590.60,11586.39,11593.00,11588.50,11588.75,4.50,0.5556,2.00,2.50,2,0,0,11593.00,11588.50,4.50,11591.00,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11591.00,11590.75,11587.75,0.00,11592.25,0,0,1010,2.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:51:00,2020-01-01,20:51,20,51,3,1,31,11591.00,11591.50,11591.00,11591.25,17,1,0.25,0.25,0.00,0.50,11591.14,11592.13,11590.16,11593.12,11589.17,11594.11,11588.18,0.1080,0,0,0,0.85,0.73,17.74,52.16,11591.06,11591.08,11590.69,11586.41,11593.00,11588.50,11588.75,4.50,0.6111,1.75,2.75,3,0,0,11593.00,11588.50,4.50,11591.25,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11591.00,11590.75,11587.75,0.00,11592.25,0,0,1027,1.75,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:52:00,2020-01-01,20:52,20,52,3,1,32,11591.25,11591.25,11591.25,11591.25,9,0,0.00,0.00,0.00,0.00,11591.14,11592.13,11590.16,11593.11,11589.18,11594.10,11588.19,0.1075,0,0,0,0.79,0.59,17.40,52.16,11591.10,11591.10,11590.73,11586.43,11593.00,11588.50,11588.75,4.50,0.6111,1.75,2.75,3,0,0,11593.00,11588.50,4.50,11591.25,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11591.00,11590.75,11587.75,0.00,11592.25,0,0,1036,1.75,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:53:00,2020-01-01,20:53,20,53,3,1,33,11591.50,11591.75,11591.50,11591.75,15,1,0.25,0.00,0.00,0.25,11591.15,11592.13,11590.17,11593.11,11589.19,11594.09,11588.21,0.6112,0,0,0,0.77,0.57,17.65,55.61,11591.23,11591.16,11590.76,11586.45,11593.00,11588.50,11588.75,4.50,0.7222,1.25,3.25,4,0,0,11593.00,11588.50,4.50,11591.75,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11591.00,11590.75,11587.75,0.00,11592.25,0,0,1051,1.25,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:54:00,2020-01-01,20:54,20,54,3,1,34,11591.75,11592.50,11591.75,11592.00,24,1,0.25,0.50,0.00,0.75,11591.17,11592.15,11590.19,11593.13,11589.22,11594.11,11588.24,0.8464,0,0,0,0.76,0.61,18.62,57.27,11591.39,11591.23,11590.78,11586.48,11593.00,11588.50,11588.75,4.50,0.7778,1.00,3.50,5,0,0,11593.00,11588.50,4.50,11592.00,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11591.00,11590.75,11587.75,0.00,11592.25,0,0,1075,1.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:55:00,2020-01-01,20:55,20,55,3,1,35,11592.00,11592.00,11591.75,11591.75,17,-1,0.25,0.00,0.00,0.25,11591.18,11592.16,11590.21,11593.13,11589.24,11594.10,11588.26,0.5827,0,0,0,0.73,0.54,19.52,55.05,11591.46,11591.28,11590.78,11586.51,11593.00,11588.50,11588.75,4.50,0.7222,1.25,3.25,0,1,0,11593.00,11588.50,4.50,11591.75,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11591.75,11590.75,11587.75,0.00,11592.50,0,0,1092,1.25,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:56:00,2020-01-01,20:56,20,56,3,1,36,11591.75,11591.75,11591.75,11591.75,10,0,0.00,0.00,0.00,0.00,11591.19,11592.16,11590.22,11593.13,11589.25,11594.10,11588.28,0.5791,0,0,0,0.68,0.43,20.35,55.05,11591.52,11591.32,11590.81,11586.54,11593.00,11588.50,11588.75,4.50,0.7222,1.25,3.25,0,1,0,11593.00,11588.50,4.50,11591.75,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11591.75,11590.75,11587.75,0.00,11592.50,0,0,1102,1.25,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-01 20:57:00,2020-01-01,20:57,20,57,3,1,37,11591.75,11591.75,11591.00,11591.25,19,-1,0.50,0.00,0.25,0.75,11591.19,11592.15,11590.23,11593.12,11589.27,11594.08,11588.30,0.0619,0,0,0,0.68,0.49,19.82,50.51,11591.46,11591.32,11590.83,11586.57,11593.00,11588.50,11588.75,4.50,0.6111,1.75,2.75,0,2,0,11593.00,11588.50,4.50,11591.25,,,0.00,0.00,,,0,0,0.00,0.00,0.00,0.00,0.00,11591.75,11590.75,11587.75,0.00,11592.50,0,0,1121,1.75,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
