DateTime,Date,Time,Hour,Minute,DayOfWeek,DayOfMonth,BarInSession,Open,High,Low,Close,Volume,BarDirection,BodySize,UpperWick,LowerWick,BarRange,VWAP,VWAP_SD1_Upper,VWAP_SD1_Lower,VWAP_SD2_Upper,VWAP_SD2_Lower,VWAP_SD3_Upper,VWAP_SD3_Lower,VWAP_ZScore,CumDelta_Close,CumDelta_High,CumDelta_Low,ATR_14,ATR_5,ADX_14,RSI_14,EMA_9,EMA_21,SMA_50,SMA_200,SessionHigh,SessionLow,SessionOpen,SessionRange,SessionPosition,DistFromHigh,DistFromLow,ConsecUpBars,ConsecDownBars,IsNewSession,AsiaHigh,AsiaLow,AsiaRange,AsiaClose,LondonHigh,LondonLow,LondonRange,LondonClose,OR_High,OR_Low,OR_Complete,OR_Direction,PrevDayHigh,PrevDayLow,PrevDayClose,GapFromPrevClose,Close_5m,Close_15m,Close_60m,Close_Daily,High_5m,IsEndOfMonth,IsQuarterEnd,DailyVolume
2006-01-05 11:59:00,2006-01-05,11:59,11,59,4,5,32,4799.00,4799.50,4798.50,4799.00,577,0,0.00,0.50,0.50,1.00,4801.01,4802.39,4799.62,4803.78,4798.24,4805.16,4796.85,-1.4502,0,0,0,0.89,0.86,40.26,31.54,4799.91,4800.64,4802.15,4800.59,4804.00,0.00,0.00,4804.00,0.9990,5.00,4799.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.50,4801.50,4804.00,0.00,4801.00,0,0,11101
2006-01-05 12:00:00,2006-01-05,12:00,12,0,4,5,33,4799.00,4799.00,4798.50,4798.50,460,-1,0.50,0.00,0.00,0.50,4800.92,4802.35,4799.48,4803.78,4798.05,4805.21,4796.62,-1.6864,0,0,0,0.86,0.79,40.90,28.78,4799.63,4800.45,4802.05,4800.59,4804.00,0.00,0.00,4804.00,0.9989,5.50,4798.50,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4798.50,4798.50,4798.50,0.00,4800.50,0,0,11561
2006-01-05 12:01:00,2006-01-05,12:01,12,1,4,5,34,4798.50,4800.00,4798.50,4799.50,298,1,1.00,0.50,0.00,1.50,4800.88,4802.31,4799.44,4803.75,4798.00,4805.18,4796.57,-0.9582,0,0,0,0.91,0.93,39.66,40.08,4799.60,4800.36,4801.96,4800.59,4804.00,0.00,0.00,4804.00,0.9991,4.50,4799.50,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4798.50,4798.50,4798.50,0.00,4800.50,0,0,11859
2006-01-05 12:02:00,2006-01-05,12:02,12,2,4,5,35,4799.50,4800.00,4799.00,4800.00,283,1,0.50,0.00,0.50,1.00,4800.85,4802.28,4799.42,4803.71,4797.99,4805.14,4796.56,-0.5925,0,0,0,0.91,0.95,38.51,44.79,4799.68,4800.33,4801.89,4800.59,4804.00,0.00,0.00,4804.00,0.9992,4.00,4800.00,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4798.50,4798.50,4798.50,0.00,4800.50,0,0,12142
2006-01-05 12:03:00,2006-01-05,12:03,12,3,4,5,36,4800.00,4800.00,4799.50,4799.50,167,-1,0.50,0.00,0.00,0.50,4800.83,4802.26,4799.40,4803.69,4797.98,4805.11,4796.55,-0.9329,0,0,0,0.89,0.86,37.43,41.29,4799.65,4800.25,4801.82,4800.59,4804.00,0.00,0.00,4804.00,0.9991,4.50,4799.50,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4798.50,4798.50,4798.50,0.00,4800.50,0,0,12309
2006-01-05 12:04:00,2006-01-05,12:04,12,4,4,5,37,4799.50,4800.00,4799.00,4799.50,365,0,0.00,0.50,0.50,1.00,4800.79,4802.22,4799.37,4803.64,4797.94,4805.07,4796.52,-0.9080,0,0,0,0.89,0.89,36.97,41.29,4799.62,4800.19,4801.76,4800.59,4804.00,0.00,0.00,4804.00,0.9991,4.50,4799.50,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4798.50,4798.50,4798.50,0.00,4800.50,0,0,12674
2006-01-05 12:05:00,2006-01-05,12:05,12,5,4,5,38,4799.50,4799.50,4799.50,4799.50,51,0,0.00,0.00,0.00,0.00,4800.79,4802.21,4799.36,4803.64,4797.94,4805.06,4796.52,-0.9047,0,0,0,0.83,0.71,36.54,41.29,4799.59,4800.12,4801.69,4800.60,4804.00,0.00,0.00,4804.00,0.9991,4.50,4799.50,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4799.50,4798.50,4798.50,0.00,4800.00,0,0,12725
2006-01-05 12:06:00,2006-01-05,12:06,12,6,4,5,39,4800.00,4800.00,4798.50,4799.00,582,-1,1.00,0.00,0.50,1.50,4800.72,4802.15,4799.29,4803.58,4797.85,4805.01,4796.42,-1.1998,0,0,0,0.88,0.87,37.05,37.62,4799.48,4800.02,4801.62,4800.60,4804.00,0.00,0.00,4804.00,0.9990,5.00,4799.00,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4799.50,4798.50,4798.50,0.00,4800.00,0,0,13307
2006-01-05 12:07:00,2006-01-05,12:07,12,7,4,5,40,4799.00,4799.50,4798.50,4799.00,372,0,0.00,0.50,0.50,1.00,4800.67,4802.11,4799.23,4803.55,4797.79,4804.99,4796.35,-1.1608,0,0,0,0.89,0.89,37.52,37.62,4799.38,4799.93,4801.55,4800.59,4804.00,0.00,0.00,4804.00,0.9990,5.00,4799.00,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4799.50,4798.50,4798.50,0.00,4800.00,0,0,13679
2006-01-05 12:08:00,2006-01-05,12:08,12,8,4,5,41,4799.00,4800.50,4799.00,4800.00,584,1,1.00,0.50,0.00,1.50,4800.64,4802.06,4799.22,4803.47,4797.80,4804.89,4796.38,-0.4484,0,0,0,0.93,1.01,36.15,48.28,4799.50,4799.93,4801.49,4800.59,4804.00,0.00,0.00,4804.00,0.9992,4.00,4800.00,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4799.50,4798.50,4798.50,0.00,4800.00,0,0,14263
2006-01-05 12:09:00,2006-01-05,12:09,12,9,4,5,42,4800.00,4802.00,4800.00,4801.50,1732,1,1.50,0.50,0.00,2.00,4800.69,4802.04,4799.34,4803.39,4797.99,4804.74,4796.64,0.5972,0,0,0,1.01,1.21,34.13,59.48,4799.90,4800.08,4801.44,4800.60,4804.00,0.00,0.00,4804.00,0.9995,2.50,4801.50,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4799.50,4798.50,4798.50,0.00,4800.00,0,0,15995
2006-01-05 12:10:00,2006-01-05,12:10,12,10,4,5,43,4801.50,4802.00,4801.00,4802.00,224,1,0.50,0.00,0.50,1.00,4800.71,4802.05,4799.36,4803.40,4798.02,4804.74,4796.67,0.9608,0,0,0,1.01,1.17,32.25,62.40,4800.32,4800.25,4801.41,4800.61,4804.00,0.00,0.00,4804.00,0.9996,2.00,4802.00,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.00,4798.50,4798.50,0.00,4802.00,0,0,16219
