DateTime,Date,Time,Hour,Minute,DayOfWeek,DayOfMonth,BarInSession,Open,High,Low,Close,Volume,BarDirection,BodySize,UpperWick,LowerWick,BarRange,VWAP,VWAP_SD1_Upper,VWAP_SD1_Lower,VWAP_SD2_Upper,VWAP_SD2_Lower,VWAP_SD3_Upper,VWAP_SD3_Lower,VWAP_ZScore,CumDelta_Close,CumDelta_High,CumDelta_Low,ATR_14,ATR_5,ADX_14,RSI_14,EMA_9,EMA_21,SMA_50,SMA_200,SessionHigh,SessionLow,SessionOpen,SessionRange,SessionPosition,DistFromHigh,DistFromLow,ConsecUpBars,ConsecDownBars,IsNewSession,AsiaHigh,AsiaLow,AsiaRange,AsiaClose,LondonHigh,LondonLow,LondonRange,LondonClose,OR_High,OR_Low,OR_Complete,OR_Direction,PrevDayHigh,PrevDayLow,PrevDayClose,GapFromPrevClose,Close_5m,Close_15m,Close_60m,Close_Daily,High_5m,IsEndOfMonth,IsQuarterEnd,DailyVolume
2006-01-05 12:11:00,2006-01-05,12:11,12,11,4,5,44,4802.00,4802.00,4801.00,4801.00,442,-1,1.00,0.00,0.00,1.00,4800.72,4802.06,4799.39,4803.39,4798.06,4804.72,4796.73,0.2075,0,0,0,1.01,1.14,30.51,54.01,4800.46,4800.32,4801.36,4800.63,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.00,4798.50,4798.50,0.00,4802.00,0,0,16661
2006-01-05 12:12:00,2006-01-05,12:12,12,12,4,5,45,4800.50,4801.50,4800.50,4801.00,157,1,0.50,0.50,0.00,1.00,4800.73,4802.05,4799.40,4803.38,4798.08,4804.70,4796.75,0.2064,0,0,0,1.01,1.11,28.42,54.01,4800.57,4800.38,4801.30,4800.64,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.00,4798.50,4798.50,0.00,4802.00,0,0,16818
2006-01-05 12:13:00,2006-01-05,12:13,12,13,4,5,46,4801.00,4801.50,4801.00,4801.00,107,0,0.00,0.50,0.00,0.50,4800.73,4802.05,4799.41,4803.37,4798.09,4804.69,4796.76,0.2049,0,0,0,0.97,0.99,26.48,54.01,4800.65,4800.44,4801.23,4800.66,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.00,4798.50,4798.50,0.00,4802.00,0,0,16925
2006-01-05 12:14:00,2006-01-05,12:14,12,14,4,5,47,4801.50,4801.50,4801.00,4801.00,117,-1,0.50,0.00,0.00,0.50,4800.73,4802.05,4799.41,4803.37,4798.10,4804.69,4796.78,0.2033,0,0,0,0.94,0.89,24.68,54.01,4800.72,4800.49,4801.16,4800.69,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.00,4798.50,4798.50,0.00,4802.00,0,0,17042
2006-01-05 12:15:00,2006-01-05,12:15,12,15,4,5,48,4801.00,4801.00,4801.00,4801.00,37,0,0.00,0.00,0.00,0.00,4800.73,4802.05,4799.42,4803.37,4798.10,4804.68,4796.78,0.2030,0,0,0,0.87,0.71,23.01,54.01,4800.78,4800.54,4801.10,4800.71,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.00,4801.00,4798.50,0.00,4802.00,0,0,17079
2006-01-05 12:16:00,2006-01-05,12:16,12,16,4,5,49,4801.00,4801.50,4801.00,4801.50,230,1,0.50,0.00,0.00,0.50,4800.74,4802.05,4799.43,4803.36,4798.12,4804.67,4796.81,0.5799,0,0,0,0.84,0.67,22.01,58.09,4800.92,4800.62,4801.08,4800.74,4804.00,0.00,0.00,4804.00,0.9995,2.50,4801.50,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.00,4801.00,4798.50,0.00,4802.00,0,0,17309
2006-01-05 12:17:00,2006-01-05,12:17,12,17,4,5,50,4802.00,4802.50,4801.50,4802.00,232,0,0.00,0.50,0.50,1.00,4800.76,4802.07,4799.45,4803.37,4798.14,4804.68,4796.83,0.9496,0,0,0,0.85,0.74,22.25,61.74,4801.14,4800.75,4801.06,4800.78,4804.00,0.00,0.00,4804.00,0.9996,2.00,4802.00,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.00,4801.00,4798.50,0.00,4802.00,0,0,17541
2006-01-05 12:18:00,2006-01-05,12:18,12,18,4,5,51,4802.00,4802.00,4801.50,4802.00,349,0,0.00,0.00,0.50,0.50,4800.78,4802.08,4799.47,4803.39,4798.17,4804.69,4796.87,0.9366,0,0,0,0.83,0.69,22.48,61.74,4801.31,4800.86,4801.04,4800.81,4804.00,0.00,0.00,4804.00,0.9996,2.00,4802.00,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.00,4801.00,4798.50,0.00,4802.00,0,0,17890
2006-01-05 12:19:00,2006-01-05,12:19,12,19,4,5,52,4802.00,4802.00,4801.50,4801.50,169,-1,0.50,0.00,0.00,0.50,4800.79,4802.09,4799.49,4803.39,4798.18,4804.69,4796.88,0.5483,0,0,0,0.80,0.65,22.69,56.07,4801.35,4800.92,4801.01,4800.84,4804.00,0.00,0.00,4804.00,0.9995,2.50,4801.50,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.00,4801.00,4798.50,0.00,4802.00,0,0,18059
2006-01-05 12:20:00,2006-01-05,12:20,12,20,4,5,53,4801.00,4801.50,4800.00,4800.00,494,-1,1.00,0.50,0.00,1.50,4800.78,4802.06,4799.49,4803.35,4798.21,4804.63,4796.93,-0.6066,0,0,0,0.85,0.82,21.51,43.24,4801.08,4800.84,4800.96,4800.86,4804.00,0.00,0.00,4804.00,0.9992,4.00,4800.00,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.00,4801.00,4798.50,0.00,4802.50,0,0,18553
2006-01-05 12:21:00,2006-01-05,12:21,12,21,4,5,54,4800.00,4800.00,4799.00,4800.00,277,0,0.00,0.00,1.00,1.00,4800.76,4802.04,4799.48,4803.33,4798.20,4804.61,4796.92,-0.5950,0,0,0,0.86,0.86,21.45,43.24,4800.86,4800.76,4800.90,4800.88,4804.00,0.00,0.00,4804.00,0.9992,4.00,4800.00,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.00,4801.00,4798.50,0.00,4802.50,0,0,18830
2006-01-05 12:22:00,2006-01-05,12:22,12,22,4,5,55,4800.50,4800.50,4800.00,4800.00,211,-1,0.50,0.00,0.00,0.50,4800.76,4802.03,4799.48,4803.31,4798.20,4804.58,4796.93,-0.5924,0,0,0,0.84,0.79,20.73,43.24,4800.69,4800.69,4800.84,4800.88,4804.00,0.00,0.00,4804.00,0.9992,4.00,4800.00,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.00,4801.00,4798.50,0.00,4802.50,0,0,19041
2006-01-05 12:23:00,2006-01-05,12:23,12,23,4,5,56,4800.00,4800.50,4800.00,4800.50,56,1,0.50,0.00,0.00,0.50,4800.75,4802.03,4799.48,4803.30,4798.21,4804.58,4796.93,-0.1999,0,0,0,0.81,0.73,20.06,48.18,4800.65,4800.67,4800.78,4800.90,4804.00,0.00,0.00,4804.00,0.9993,3.50,4800.50,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.00,4801.00,4798.50,0.00,4802.50,0,0,19097
2006-01-05 12:24:00,2006-01-05,12:24,12,24,4,5,57,4800.50,4800.50,4800.50,4800.50,101,0,0.00,0.00,0.00,0.00,4800.75,4802.02,4799.48,4803.30,4798.21,4804.57,4796.94,-0.1994,0,0,0,0.76,0.58,19.44,48.18,4800.62,4800.66,4800.71,4800.91,4804.00,0.00,0.00,4804.00,0.9993,3.50,4800.50,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.00,4801.00,4798.50,0.00,4802.50,0,0,19198
2006-01-05 12:25:00,2006-01-05,12:25,12,25,4,5,58,4800.50,4800.50,4800.50,4800.50,86,0,0.00,0.00,0.00,0.00,4800.75,4802.02,4799.48,4803.29,4798.21,4804.56,4796.95,-0.1989,0,0,0,0.70,0.47,18.87,48.18,4800.60,4800.64,4800.67,4800.92,4804.00,0.00,0.00,4804.00,0.9993,3.50,4800.50,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.50,4801.00,4798.50,0.00,4800.50,0,0,19284
2006-01-05 12:26:00,2006-01-05,12:26,12,26,4,5,59,4800.50,4801.00,4800.00,4800.00,207,-1,0.50,0.50,0.00,1.00,4800.75,4802.01,4799.49,4803.27,4798.22,4804.54,4796.96,-0.5923,0,0,0,0.72,0.57,18.33,43.46,4800.48,4800.59,4800.63,4800.92,4804.00,0.00,0.00,4804.00,0.9992,4.00,4800.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.50,4801.00,4798.50,0.00,4800.50,0,0,19491
2006-01-05 12:27:00,2006-01-05,12:27,12,27,4,5,60,4800.00,4800.00,4799.50,4800.00,238,0,0.00,0.00,0.50,0.50,4800.74,4802.00,4799.48,4803.25,4798.22,4804.51,4796.96,-0.5853,0,0,0,0.71,0.56,18.47,43.46,4800.38,4800.53,4800.58,4800.91,4804.00,0.00,0.00,4804.00,0.9992,4.00,4800.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.50,4801.00,4798.50,0.00,4800.50,0,0,19729
2006-01-05 12:28:00,2006-01-05,12:28,12,28,4,5,61,4800.00,4800.00,4799.50,4800.00,26,0,0.00,0.00,0.50,0.50,4800.74,4801.99,4799.48,4803.25,4798.22,4804.51,4796.96,-0.5845,0,0,0,0.69,0.55,18.59,43.46,4800.31,4800.48,4800.53,4800.90,4804.00,0.00,0.00,4804.00,0.9992,4.00,4800.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.50,4801.00,4798.50,0.00,4800.50,0,0,19755
2006-01-05 12:29:00,2006-01-05,12:29,12,29,4,5,62,4800.00,4800.00,4800.00,4800.00,2,0,0.00,0.00,0.00,0.00,4800.74,4801.99,4799.48,4803.25,4798.22,4804.51,4796.96,-0.5845,0,0,0,0.64,0.44,18.71,43.46,4800.24,4800.44,4800.47,4800.88,4804.00,0.00,0.00,4804.00,0.9992,4.00,4800.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.50,4801.00,4798.50,0.00,4800.50,0,0,19757
2006-01-05 12:30:00,2006-01-05,12:30,12,30,4,5,63,4800.00,4800.50,4800.00,4800.50,89,1,0.50,0.00,0.00,0.50,4800.73,4801.99,4799.48,4803.25,4798.22,4804.50,4796.97,-0.1862,0,0,0,0.63,0.45,17.87,50.04,4800.30,4800.45,4800.44,4800.88,4804.00,0.00,0.00,4804.00,0.9993,3.50,4800.50,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.50,4800.50,4798.50,0.00,4801.00,0,0,19846
2006-01-05 12:31:00,2006-01-05,12:31,12,31,4,5,64,4801.00,4801.00,4800.50,4800.50,114,-1,0.50,0.00,0.00,0.50,4800.73,4801.99,4799.48,4803.24,4798.23,4804.49,4796.98,-0.1864,0,0,0,0.62,0.46,16.91,50.04,4800.34,4800.45,4800.41,4800.87,4804.00,0.00,0.00,4804.00,0.9993,3.50,4800.50,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.50,4800.50,4798.50,0.00,4801.00,0,0,19960
2006-01-05 12:32:00,2006-01-05,12:32,12,32,4,5,65,4801.00,4801.00,4800.50,4800.50,44,-1,0.50,0.00,0.00,0.50,4800.73,4801.98,4799.48,4803.24,4798.23,4804.49,4796.98,-0.1865,0,0,0,0.61,0.47,16.02,50.04,4800.37,4800.45,4800.38,4800.87,4804.00,0.00,0.00,4804.00,0.9993,3.50,4800.50,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.50,4800.50,4798.50,0.00,4801.00,0,0,20004
2006-01-05 12:33:00,2006-01-05,12:33,12,33,4,5,66,4800.50,4801.50,4800.50,4801.00,84,1,0.50,0.50,0.00,1.00,4800.73,4801.98,4799.49,4803.23,4798.24,4804.48,4796.99,0.2127,0,0,0,0.64,0.57,15.94,56.39,4800.50,4800.50,4800.36,4800.87,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.50,4800.50,4798.50,0.00,4801.00,0,0,20088
2006-01-05 12:34:00,2006-01-05,12:34,12,34,4,5,67,4801.50,4801.50,4801.00,4801.50,114,0,0.00,0.00,0.50,0.50,4800.74,4801.98,4799.49,4803.23,4798.25,4804.48,4797.00,0.6118,0,0,0,0.63,0.56,15.87,61.63,4800.70,4800.59,4800.36,4800.87,4804.00,0.00,0.00,4804.00,0.9995,2.50,4801.50,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.50,4800.50,4798.50,0.00,4801.00,0,0,20202
2006-01-05 12:35:00,2006-01-05,12:35,12,35,4,5,68,4801.00,4802.50,4801.00,4802.00,316,1,1.00,0.50,0.00,1.50,4800.75,4802.00,4799.51,4803.24,4798.27,4804.49,4797.02,1.0015,0,0,0,0.69,0.75,17.04,66.03,4800.96,4800.72,4800.37,4800.88,4804.00,0.00,0.00,4804.00,0.9996,2.00,4802.00,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.00,4800.50,4798.50,0.00,4802.50,0,0,20518
2006-01-05 12:36:00,2006-01-05,12:36,12,36,4,5,69,4802.00,4802.00,4801.50,4802.00,448,0,0.00,0.00,0.50,0.50,4800.78,4802.02,4799.54,4803.26,4798.30,4804.50,4797.06,0.9857,0,0,0,0.68,0.70,18.12,66.03,4801.17,4800.84,4800.42,4800.88,4804.00,0.00,0.00,4804.00,0.9996,2.00,4802.00,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.00,4800.50,4798.50,0.00,4802.50,0,0,20966
2006-01-05 12:37:00,2006-01-05,12:37,12,37,4,5,70,4801.50,4802.00,4801.50,4802.00,169,1,0.50,0.00,0.00,0.50,4800.79,4802.02,4799.55,4803.26,4798.31,4804.50,4797.07,0.9800,0,0,0,0.67,0.66,19.13,66.03,4801.33,4800.94,4800.46,4800.89,4804.00,0.00,0.00,4804.00,0.9996,2.00,4802.00,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.00,4800.50,4798.50,0.00,4802.50,0,0,21135
2006-01-05 12:38:00,2006-01-05,12:38,12,38,4,5,71,4802.00,4802.50,4802.00,4802.00,223,0,0.00,0.50,0.00,0.50,4800.80,4802.04,4799.56,4803.28,4798.32,4804.52,4797.08,0.9672,0,0,0,0.66,0.63,20.60,66.03,4801.47,4801.04,4800.50,4800.89,4804.00,0.00,0.00,4804.00,0.9996,2.00,4802.00,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.00,4800.50,4798.50,0.00,4802.50,0,0,21358
2006-01-05 12:39:00,2006-01-05,12:39,12,39,4,5,72,4801.50,4801.50,4800.50,4800.50,475,-1,1.00,0.00,0.00,1.00,4800.80,4802.03,4799.57,4803.25,4798.35,4804.48,4797.12,-0.2456,0,0,0,0.72,0.80,19.32,45.14,4801.27,4800.99,4800.50,4800.89,4804.00,0.00,0.00,4804.00,0.9993,3.50,4800.50,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.00,4800.50,4798.50,0.00,4802.50,0,0,21833
2006-01-05 12:40:00,2006-01-05,12:40,12,40,4,5,73,4800.50,4801.00,4800.00,4800.00,300,-1,0.50,0.50,0.00,1.00,4800.79,4802.01,4799.58,4803.23,4798.36,4804.45,4797.14,-0.6519,0,0,0,0.74,0.84,18.39,40.54,4801.02,4800.90,4800.48,4800.89,4804.00,0.00,0.00,4804.00,0.9992,4.00,4800.00,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.00,4800.50,4798.50,0.00,4802.50,0,0,22133
2006-01-05 12:41:00,2006-01-05,12:41,12,41,4,5,74,4800.50,4800.50,4800.50,4800.50,160,0,0.00,0.00,0.00,0.00,4800.79,4802.01,4799.58,4803.22,4798.36,4804.44,4797.15,-0.2409,0,0,0,0.72,0.77,17.54,46.42,4800.91,4800.86,4800.49,4800.89,4804.00,0.00,0.00,4804.00,0.9993,3.50,4800.50,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.00,4800.50,4798.50,0.00,4802.50,0,0,22293
2006-01-05 12:42:00,2006-01-05,12:42,12,42,4,5,75,4800.50,4801.00,4800.50,4801.00,36,1,0.50,0.00,0.00,0.50,4800.79,4802.01,4799.58,4803.22,4798.36,4804.44,4797.15,0.1706,0,0,0,0.70,0.72,16.53,51.58,4800.93,4800.88,4800.51,4800.88,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.00,4800.50,4798.50,0.00,4802.50,0,0,22329
2006-01-05 12:43:00,2006-01-05,12:43,12,43,4,5,76,4801.00,4801.50,4801.00,4801.00,201,0,0.00,0.50,0.00,0.50,4800.80,4802.01,4799.59,4803.22,4798.38,4804.42,4797.17,0.1685,0,0,0,0.69,0.67,16.21,51.58,4800.95,4800.89,4800.52,4800.88,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.00,4800.50,4798.50,0.00,4802.50,0,0,22530
2006-01-05 12:44:00,2006-01-05,12:44,12,44,4,5,77,4801.00,4801.50,4801.00,4801.00,48,0,0.00,0.50,0.00,0.50,4800.80,4802.01,4799.59,4803.21,4798.38,4804.42,4797.17,0.1680,0,0,0,0.68,0.64,15.91,51.58,4800.96,4800.90,4800.53,4800.87,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4800.00,4800.50,4798.50,0.00,4802.50,0,0,22578
2006-01-05 12:45:00,2006-01-05,12:45,12,45,4,5,78,4801.00,4801.50,4801.00,4801.50,70,1,0.50,0.00,0.00,0.50,4800.80,4802.01,4799.59,4803.21,4798.39,4804.42,4797.18,0.5812,0,0,0,0.66,0.61,15.64,56.78,4801.07,4800.95,4800.55,4800.87,4804.00,0.00,0.00,4804.00,0.9995,2.50,4801.50,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.50,4801.50,4798.50,0.00,4801.50,0,0,22648
2006-01-05 12:46:00,2006-01-05,12:46,12,46,4,5,79,4801.50,4801.50,4801.00,4801.00,4,-1,0.50,0.00,0.00,0.50,4800.80,4802.01,4799.59,4803.21,4798.39,4804.42,4797.18,0.1668,0,0,0,0.65,0.59,15.39,50.90,4801.05,4800.96,4800.56,4800.88,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.50,4801.50,4798.50,0.00,4801.50,0,0,22652
2006-01-05 12:47:00,2006-01-05,12:47,12,47,4,5,80,4801.00,4801.50,4801.00,4801.00,137,0,0.00,0.50,0.00,0.50,4800.80,4802.00,4799.60,4803.21,4798.39,4804.41,4797.19,0.1654,0,0,0,0.64,0.57,15.15,50.90,4801.04,4800.96,4800.58,4800.88,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.50,4801.50,4798.50,0.00,4801.50,0,0,22789
2006-01-05 12:48:00,2006-01-05,12:48,12,48,4,5,81,4801.00,4801.50,4801.00,4801.50,160,1,0.50,0.00,0.00,0.50,4800.80,4802.00,4799.60,4803.20,4798.40,4804.40,4797.20,0.5795,0,0,0,0.63,0.56,14.93,56.17,4801.13,4801.01,4800.63,4800.89,4804.00,0.00,0.00,4804.00,0.9995,2.50,4801.50,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.50,4801.50,4798.50,0.00,4801.50,0,0,22949
2006-01-05 12:49:00,2006-01-05,12:49,12,49,4,5,82,4801.50,4801.50,4801.00,4801.50,215,0,0.00,0.00,0.50,0.50,4800.81,4802.00,4799.61,4803.20,4798.42,4804.40,4797.22,0.5776,0,0,0,0.62,0.55,14.73,56.17,4801.21,4801.05,4800.68,4800.89,4804.00,0.00,0.00,4804.00,0.9995,2.50,4801.50,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.50,4801.50,4798.50,0.00,4801.50,0,0,23164
2006-01-05 12:50:00,2006-01-05,12:50,12,50,4,5,83,4801.00,4801.50,4800.50,4801.00,336,0,0.00,0.50,0.50,1.00,4800.81,4802.00,4799.63,4803.19,4798.44,4804.37,4797.25,0.1581,0,0,0,0.65,0.64,13.87,49.95,4801.17,4801.05,4800.73,4800.90,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.00,4801.50,4798.50,0.00,4801.50,0,0,23500
2006-01-05 12:51:00,2006-01-05,12:51,12,51,4,5,84,4801.00,4801.50,4801.00,4801.50,159,1,0.50,0.00,0.00,0.50,4800.82,4802.00,4799.63,4803.18,4798.45,4804.37,4797.26,0.5780,0,0,0,0.64,0.61,13.07,55.28,4801.23,4801.09,4800.77,4800.89,4804.00,0.00,0.00,4804.00,0.9995,2.50,4801.50,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.00,4801.50,4798.50,0.00,4801.50,0,0,23659
2006-01-05 12:52:00,2006-01-05,12:52,12,52,4,5,85,4801.50,4802.00,4801.50,4802.00,109,1,0.50,0.00,0.00,0.50,4800.82,4802.00,4799.64,4803.19,4798.45,4804.37,4797.27,0.9970,0,0,0,0.63,0.59,12.91,59.88,4801.39,4801.17,4800.81,4800.90,4804.00,0.00,0.00,4804.00,0.9996,2.00,4802.00,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.00,4801.50,4798.50,0.00,4801.50,0,0,23768
2006-01-05 12:53:00,2006-01-05,12:53,12,53,4,5,86,4801.50,4802.00,4801.00,4802.00,393,1,0.50,0.00,0.50,1.00,4800.83,4802.01,4799.66,4803.19,4798.48,4804.37,4797.30,0.9893,0,0,0,0.65,0.67,12.20,59.88,4801.51,4801.25,4800.86,4800.91,4804.00,0.00,0.00,4804.00,0.9996,2.00,4802.00,4,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.00,4801.50,4798.50,0.00,4801.50,0,0,24161
2006-01-05 12:54:00,2006-01-05,12:54,12,54,4,5,87,4802.00,4803.00,4802.00,4802.50,1272,1,0.50,0.50,0.00,1.00,4800.92,4802.12,4799.71,4803.33,4798.51,4804.53,4797.30,1.3138,0,0,0,0.68,0.74,12.68,64.16,4801.71,4801.36,4800.92,4800.92,4804.00,0.00,0.00,4804.00,0.9997,1.50,4802.50,5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4801.00,4801.50,4798.50,0.00,4801.50,0,0,25433
2006-01-05 12:55:00,2006-01-05,12:55,12,55,4,5,88,4802.50,4802.50,4802.00,4802.50,538,0,0.00,0.00,0.50,0.50,4800.95,4802.16,4799.74,4803.36,4798.53,4804.57,4797.32,1.2847,0,0,0,0.67,0.69,13.12,64.16,4801.87,4801.47,4800.98,4800.93,4804.00,0.00,0.00,4804.00,0.9997,1.50,4802.50,5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.50,4801.50,4798.50,0.00,4803.00,0,0,25971
2006-01-05 12:56:00,2006-01-05,12:56,12,56,4,5,89,4802.50,4803.00,4801.50,4801.50,455,-1,1.00,0.50,0.00,1.50,4800.96,4802.17,4799.76,4803.38,4798.55,4804.58,4797.35,0.4435,0,0,0,0.73,0.85,13.53,51.44,4801.79,4801.47,4801.03,4800.94,4804.00,0.00,0.00,4804.00,0.9995,2.50,4801.50,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.50,4801.50,4798.50,0.00,4803.00,0,0,26426
2006-01-05 12:57:00,2006-01-05,12:57,12,57,4,5,90,4802.00,4802.00,4800.50,4801.00,692,-1,1.00,0.00,0.50,1.50,4800.97,4802.16,4799.78,4803.35,4798.59,4804.54,4797.40,0.0251,0,0,0,0.78,0.98,12.99,46.48,4801.63,4801.43,4801.07,4800.94,4804.00,0.00,0.00,4804.00,0.9994,3.00,4801.00,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,0.00,4802.50,4801.50,4798.50,0.00,4803.00,0,0,27118
